A-dri-en-ne
Ag-nes
Ai-mee
A-laiz
A-li-e-nor
A-lix
An-dree
An-ne
An-toi-nette
Ar-thu-ze
A-voie
A-voye
Ay-mee
Bar-be
Bas-ti-enne
Be-ni-gne
Ber-nar-de
Be-rau-de
Ber-rau-de
Ber-tran-de
Blan-che
Bon-ne
Ce-ci-le
Ca-the-rine
Char-lot-te
Chre-tien-ne
Chris-ti-ane
Chris-tine
Clai-re
Clau-de
Clau-dine
Co-let-te
Con-stance
Cor-neil-le
Dau-phine
De-nise
Di-ane
Ed-me
E-le-o-nore
E-lo-ise
E-mee
E-mo-ne
Es-ther
E-ti-en-net-te
Eu-cha-ris-tie
Fle-ur-de-Lys
Fleu-rance
Flo-rence
Flo-ren-tine
Fran-coise
Ga-bri-elle
Gau-che-re
Ge-ne-vi-eve
Ge-off-rine
Ge-or-ge
Ge-rau-de
Ger-mai-ne
Ge-uff-rine
Gil-ber-te
Gi-let-te
Gil-les
Gil-let-te
Gi-lon
Gi-rau-de
Guil-le-met-te
Guil-le-mine
Gu-yon-ne
He-laine
He-le-ne
Hu-gu-et-te
I-de
I-sa-beau
I-sa-bel-le
Jac-quet-te
Ja-que-line
Je-anne
Jo-a-chine
Ju-dith
Ju-li-en-ne
Jus-tine
Leo-nar-de
Lau-re
Lau-rence
Lou-ise
Lu-cre-ce
Ly-se
Ma-de-lei-ne
Ma-ha-ut
Mar-gue-rite
Ma-rie
Ma-ri-on
Mar-qui-se
Mar-the
Mar-tine
Ma-the
Ma-thu-rine
Mi-chel-le
Ni-cole
Ni-co-let-te
O-det-te
O-lar-ye
Pe-lon-ne
Pe-ret-te
Pe-ret-te
Per-nel-le
Per-o-nel-le
Per-o-nel-le
Pe-ron-ne
Pe-ron-nel-le
Per-ret-te
Per-ron-ne
Phil-i-ber-te
Phi-lip-pe
Ra-chel
Ra-gon-de
Re-nee
Ri-char-de
Ro-ber-te
Ro-bine
Ro-bi-net-te
Ro-se
Sa-ra
Si-do-nie
Si-mone
Su-zan-ne
Syl-vie
Thi-er-rie
Tho-my-ne
Va-len-tine
Van-de-line
Vau-de-line
Vin-cen-te
Yo-lan-de
Yon-ne
Y-sa-beau
Yvonn-e-
A-dri-en-ne
Al-phon-sine
An-ge-li-que
Ed-mee
E-le-o-nore
E-li-sa-beth
Hen-ri-et-te
Je-an-ne-Bap-tis-te
Ur-bane
Vic-toi-re
